Datefirstseen,Event,XEvent,Proto,SrcIPAddr:Port,DstIPAddr:Port,X-SrcIPAddr:Port,X-DstIPAddr:Port,InByte,OutByte
2020-02-25 11:35:33.260,INVALID,Ignore,TCP,192.168.250.57:57142,68.232.34.200:443,0.0.0.0:0,0.0.0.0:0,2713,0
2020-02-25 11:38:30.900,INVALID,Ignore,TCP,23.226.231.226:15403,217.15.20.194:80,0.0.0.0:0,0.0.0.0:0,80,0
2020-02-25 11:12:03.460,INVALID,Ignore,TCP,23.226.231.226:17136,217.15.20.194:80,0.0.0.0:0,0.0.0.0:0,160,0
2020-02-25 11:38:19.230,INVALID,Ignore,TCP,192.168.250.3:25227,192.168.0.4:26368,0.0.0.0:0,0.0.0.0:0,360,0
2020-02-25 11:38:05.170,INVALID,Ignore,TCP,192.168.250.3:80,23.226.231.226:40985,0.0.0.0:0,0.0.0.0:0,308,0
2020-02-25 11:38:25.280,INVALID,Ignore,TCP,192.168.250.3:80,188.162.163.152:54272,0.0.0.0:0,0.0.0.0:0,6128,0
2020-02-25 11:38:25.280,INVALID,Ignore,TCP,188.162.163.152:54272,217.15.20.194:80,0.0.0.0:0,0.0.0.0:0,1992,0
2020-02-25 11:38:37.860,INVALID,Ignore,UDP,192.168.250.62:52328,192.168.250.1:123,0.0.0.0:0,0.0.0.0:0,152,0
2020-02-25 11:38:37.860,INVALID,Ignore,UDP,192.168.250.1:123,192.168.250.62:52328,0.0.0.0:0,0.0.0.0:0,152,0
2020-02-25 11:38:23.190,INVALID,Ignore,TCP,192.168.250.3:64272,172.17.23.194:32946,0.0.0.0:0,0.0.0.0:0,360,0
2020-02-25 11:26:42.070,INVALID,Ignore,TCP,23.226.231.226:64070,217.15.20.194:80,0.0.0.0:0,0.0.0.0:0,120,0
2020-02-25 11:38:39.260,INVALID,Ignore,UDP,192.168.250.3:48209,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,186,0
2020-02-25 11:38:39.260,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.3:48209,0.0.0.0:0,0.0.0.0:0,218,0
2020-02-25 11:38:39.270,INVALID,Ignore,TCP,192.168.250.3:18617,93.92.192.5:2022,0.0.0.0:0,0.0.0.0:0,2969,0
2020-02-25 11:38:39.270,INVALID,Ignore,TCP,93.92.192.5:2022,217.15.20.194:18617,0.0.0.0:0,0.0.0.0:0,2528,0
2020-02-25 11:38:28.490,INVALID,Ignore,TCP,92.118.38.58:33178,217.15.20.194:25,0.0.0.0:0,0.0.0.0:0,1031,0
2020-02-25 11:38:28.490,INVALID,Ignore,TCP,192.168.250.3:25,92.118.38.58:33178,0.0.0.0:0,0.0.0.0:0,972,0
2020-02-25 11:38:42.810,INVALID,Ignore,UDP,192.168.250.27:62578,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,124,0
2020-02-25 11:38:42.810,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.27:62578,0.0.0.0:0,0.0.0.0:0,1060,0
2020-02-25 11:38:42.820,INVALID,Ignore,TCP,192.168.250.27:57357,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,300,0
2020-02-25 11:38:42.820,INVALID,Ignore,TCP,192.168.250.1:53,192.168.250.27:57357,0.0.0.0:0,0.0.0.0:0,760,0
2020-02-25 11:38:43.760,INVALID,Ignore,TCP,23.226.231.226:2612,217.15.20.194:80,0.0.0.0:0,0.0.0.0:0,80,0
2020-02-25 11:38:44.330,INVALID,Ignore,UDP,192.168.250.35:61105,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,134,0
2020-02-25 11:38:44.340,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.35:61105,0.0.0.0:0,0.0.0.0:0,1050,0
2020-02-25 11:38:44.340,INVALID,Ignore,TCP,192.168.250.35:54857,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,168,0
2020-02-25 11:38:44.340,INVALID,Ignore,TCP,192.168.250.1:53,192.168.250.35:54857,0.0.0.0:0,0.0.0.0:0,120,0
2020-02-25 11:38:29.330,INVALID,Ignore,TCP,192.168.250.3:64281,172.17.23.194:32946,0.0.0.0:0,0.0.0.0:0,360,0
2020-02-25 11:38:44.440,INVALID,Ignore,UDP,192.168.250.35:51460,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,110,0
2020-02-25 11:38:44.450,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.35:51460,0.0.0.0:0,0.0.0.0:0,468,0
2020-02-25 11:38:44.510,INVALID,Ignore,UDP,192.168.250.35:51354,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,116,0
2020-02-25 11:38:44.510,INVALID,Ignore,UDP,192.168.250.35:50970,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,162,0
2020-02-25 11:38:44.520,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.35:50970,0.0.0.0:0,0.0.0.0:0,804,0
2020-02-25 11:38:44.560,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.35:51354,0.0.0.0:0,0.0.0.0:0,642,0
2020-02-25 11:38:44.760,INVALID,Ignore,UDP,192.168.250.35:56642,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,120,0
2020-02-25 11:38:44.770,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.35:56642,0.0.0.0:0,0.0.0.0:0,1066,0
2020-02-25 11:38:44.770,INVALID,Ignore,TCP,192.168.250.35:54858,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,168,0
2020-02-25 11:38:44.770,INVALID,Ignore,TCP,192.168.250.1:53,192.168.250.35:54858,0.0.0.0:0,0.0.0.0:0,120,0
2020-02-25 11:38:44.960,INVALID,Ignore,TCP,40.90.22.189:443,217.15.20.194:51022,0.0.0.0:0,0.0.0.0:0,8605,0
2020-02-25 11:38:01.090,INVALID,Ignore,TCP,77.111.247.11:443,217.15.20.194:63369,0.0.0.0:0,0.0.0.0:0,9268,0
2020-02-25 11:38:01.050,INVALID,Ignore,TCP,192.168.250.50:63369,77.111.247.11:443,0.0.0.0:0,0.0.0.0:0,2824,0
2020-02-25 11:38:46.720,INVALID,Ignore,UDP,192.168.250.35:55681,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,120,0
2020-02-25 11:38:47.300,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.35:55681,0.0.0.0:0,0.0.0.0:0,1070,0
2020-02-25 11:38:47.390,INVALID,Ignore,TCP,13.107.3.128:443,217.15.20.194:51023,0.0.0.0:0,0.0.0.0:0,10461,0
2020-02-25 11:38:47.560,INVALID,Ignore,UDP,192.168.250.35:54747,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,122,0
2020-02-25 11:38:47.660,INVALID,Ignore,UDP,192.168.250.35:64263,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,140,0
2020-02-25 11:38:47.660,INVALID,Ignore,UDP,192.168.250.35:56398,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,126,0
2020-02-25 11:38:47.670,INVALID,Ignore,UDP,192.168.250.35:65057,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,120,0
2020-02-25 11:38:47.670,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.35:65057,0.0.0.0:0,0.0.0.0:0,520,0
2020-02-25 11:38:47.680,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.35:54747,0.0.0.0:0,0.0.0.0:0,390,0
2020-02-25 11:38:47.700,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.35:64263,0.0.0.0:0,0.0.0.0:0,1066,0
2020-02-25 11:38:47.740,INVALID,Ignore,UDP,192.168.250.35:64196,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,136,0
2020-02-25 11:38:47.740,INVALID,Ignore,UDP,192.168.250.35:50934,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,130,0
2020-02-25 11:38:47.740,INVALID,Ignore,UDP,192.168.250.35:57518,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,132,0
2020-02-25 11:38:47.740,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.35:64196,0.0.0.0:0,0.0.0.0:0,490,0
2020-02-25 11:38:47.750,INVALID,Ignore,UDP,192.168.250.35:59189,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,132,0
2020-02-25 11:38:47.750,INVALID,Ignore,UDP,192.168.250.35:61061,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,203,0
2020-02-25 11:38:47.750,INVALID,Ignore,UDP,192.168.250.35:56572,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,201,0
2020-02-25 11:38:47.750,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.35:56398,0.0.0.0:0,0.0.0.0:0,1054,0
2020-02-25 11:38:47.750,INVALID,Ignore,UDP,192.168.250.35:51968,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,124,0
2020-02-25 11:38:47.760,INVALID,Ignore,TCP,192.168.250.35:54860,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,168,0
2020-02-25 11:38:47.760,INVALID,Ignore,TCP,192.168.250.1:53,192.168.250.35:54860,0.0.0.0:0,0.0.0.0:0,120,0
2020-02-25 11:38:47.760,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.35:51968,0.0.0.0:0,0.0.0.0:0,1060,0
2020-02-25 11:38:47.770,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.35:50934,0.0.0.0:0,0.0.0.0:0,266,0
2020-02-25 11:38:47.770,INVALID,Ignore,TCP,192.168.250.35:51025,52.114.142.73:443,0.0.0.0:0,0.0.0.0:0,3574,0
2020-02-25 11:38:47.770,INVALID,Ignore,TCP,192.168.250.35:51026,52.114.75.69:443,0.0.0.0:0,0.0.0.0:0,2976,0
2020-02-25 11:38:47.780,INVALID,Ignore,TCP,192.168.250.35:54861,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,168,0
2020-02-25 11:38:47.780,INVALID,Ignore,TCP,192.168.250.1:53,192.168.250.35:54861,0.0.0.0:0,0.0.0.0:0,120,0
2020-02-25 11:38:47.800,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.35:59189,0.0.0.0:0,0.0.0.0:0,1036,0
2020-02-25 11:38:47.800,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.35:61061,0.0.0.0:0,0.0.0.0:0,1412,0
2020-02-25 11:38:47.810,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.35:56572,0.0.0.0:0,0.0.0.0:0,1060,0
2020-02-25 11:38:47.810,INVALID,Ignore,TCP,192.168.250.35:54863,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,439,0
2020-02-25 11:38:47.810,INVALID,Ignore,TCP,192.168.250.1:53,192.168.250.35:54863,0.0.0.0:0,0.0.0.0:0,454,0
2020-02-25 11:38:47.820,INVALID,Ignore,TCP,52.232.216.86:443,217.15.20.194:51024,0.0.0.0:0,0.0.0.0:0,5975,0
2020-02-25 11:38:47.840,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.35:57518,0.0.0.0:0,0.0.0.0:0,1078,0
2020-02-25 11:38:47.840,INVALID,Ignore,TCP,192.168.250.35:54864,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,168,0
2020-02-25 11:38:47.840,INVALID,Ignore,TCP,192.168.250.1:53,192.168.250.35:54864,0.0.0.0:0,0.0.0.0:0,120,0
2020-02-25 11:38:47.890,INVALID,Ignore,TCP,52.114.142.73:443,217.15.20.194:51025,0.0.0.0:0,0.0.0.0:0,6790,0
2020-02-25 11:38:47.950,INVALID,Ignore,UDP,46.229.161.131:11484,217.15.20.194:53,0.0.0.0:0,0.0.0.0:0,138,0
2020-02-25 11:38:47.950,INVALID,Ignore,UDP,192.168.250.247:53,46.229.161.131:11484,0.0.0.0:0,0.0.0.0:0,314,0
2020-02-25 11:26:29.150,INVALID,Ignore,TCP,192.168.250.3:80,23.226.231.226:11326,0.0.0.0:0,0.0.0.0:0,572,0
2020-02-25 11:38:49.020,INVALID,Ignore,UDP,192.168.250.37:68,255.255.255.255:67,0.0.0.0:0,0.0.0.0:0,656,0
2020-02-25 11:38:49.020,INVALID,Ignore,UDP,192.168.250.37:50140,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,116,0
2020-02-25 11:38:49.020,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.37:50140,0.0.0.0:0,0.0.0.0:0,116,0
2020-02-25 11:38:18.050,INVALID,Ignore,TCP,192.168.250.3:80,23.226.231.226:28194,0.0.0.0:0,0.0.0.0:0,308,0
2020-02-25 11:38:49.950,INVALID,Ignore,TCP,192.168.250.35:54865,139.162.238.92:6626,0.0.0.0:0,0.0.0.0:0,3066,0
2020-02-25 11:38:49.950,INVALID,Ignore,TCP,192.168.250.35:54866,139.162.238.92:6626,0.0.0.0:0,0.0.0.0:0,1184,0
2020-02-25 11:38:49.990,INVALID,Ignore,TCP,139.162.238.92:6626,217.15.20.194:54865,0.0.0.0:0,0.0.0.0:0,5030,0
2020-02-25 11:38:50.000,INVALID,Ignore,TCP,139.162.238.92:6626,217.15.20.194:54866,0.0.0.0:0,0.0.0.0:0,504,0
2020-02-25 11:38:53.820,INVALID,Ignore,UDP,192.168.250.37:137,192.168.250.255:137,0.0.0.0:0,0.0.0.0:0,312,0
2020-02-25 11:38:56.070,INVALID,Ignore,UDP,192.168.250.37:61900,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,134,0
2020-02-25 11:38:56.070,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.37:61900,0.0.0.0:0,0.0.0.0:0,452,0
2020-02-25 11:38:56.080,INVALID,Ignore,TCP,192.168.250.37:56497,64.233.165.94:443,0.0.0.0:0,0.0.0.0:0,2389,0
2020-02-25 11:38:56.080,INVALID,Ignore,TCP,64.233.165.94:443,217.15.20.194:56497,0.0.0.0:0,0.0.0.0:0,5264,0
2020-02-25 11:09:54.960,INVALID,Ignore,TCP,192.168.250.3:80,23.226.231.226:13976,0.0.0.0:0,0.0.0.0:0,1364,0
2020-02-25 11:38:56.610,INVALID,Ignore,TCP,23.226.231.226:55356,217.15.20.194:80,0.0.0.0:0,0.0.0.0:0,80,0
2020-02-25 11:26:55.010,INVALID,Ignore,TCP,23.226.231.226:51279,217.15.20.194:80,0.0.0.0:0,0.0.0.0:0,120,0
2020-02-25 11:38:45.050,INVALID,Ignore,TCP,192.168.250.3:25280,192.168.0.4:26368,0.0.0.0:0,0.0.0.0:0,360,0
2020-02-25 11:38:45.050,INVALID,Ignore,TCP,192.168.250.3:25281,192.168.0.4:26368,0.0.0.0:0,0.0.0.0:0,360,0
2020-02-25 11:39:00.280,INVALID,Ignore,UDP,192.168.250.3:30142,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,142,0
2020-02-25 11:39:00.290,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.3:30142,0.0.0.0:0,0.0.0.0:0,322,0
2020-02-25 11:39:00.290,INVALID,Ignore,UDP,192.168.250.3:50130,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,124,0
2020-02-25 11:39:00.290,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.3:50130,0.0.0.0:0,0.0.0.0:0,124,0
2020-02-25 11:39:00.290,INVALID,Ignore,UDP,192.168.250.3:15107,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,140,0
2020-02-25 11:39:00.290,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.3:15107,0.0.0.0:0,0.0.0.0:0,140,0
2020-02-25 11:38:30.900,INVALID,Ignore,TCP,192.168.250.3:80,23.226.231.226:15403,0.0.0.0:0,0.0.0.0:0,308,0
2020-02-25 11:39:03.150,INVALID,Ignore,TCP,209.17.97.90:54440,217.15.20.194:443,0.0.0.0:0,0.0.0.0:0,128,0
2020-02-25 11:39:03.150,INVALID,Ignore,TCP,192.168.250.3:443,209.17.97.90:54440,0.0.0.0:0,0.0.0.0:0,88,0
2020-02-25 11:12:03.460,INVALID,Ignore,TCP,192.168.250.3:80,23.226.231.226:17136,0.0.0.0:0,0.0.0.0:0,836,0
2020-02-25 11:37:00.300,INVALID,Ignore,TCP,52.114.88.28:443,217.15.20.194:63940,0.0.0.0:0,0.0.0.0:0,5297,0
2020-02-25 11:39:00.290,INVALID,Ignore,TCP,192.168.250.3:64360,172.17.23.194:32946,0.0.0.0:0,0.0.0.0:0,300,0
2020-02-25 11:39:07.300,INVALID,Ignore,TCP,172.17.23.194:32946,217.15.20.194:64360,0.0.0.0:0,0.0.0.0:0,192,0
2020-02-25 11:39:09.030,INVALID,Ignore,UDP,192.168.250.57:65000,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,150,0
2020-02-25 11:39:09.040,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.57:65000,0.0.0.0:0,0.0.0.0:0,468,0
2020-02-25 11:39:09.460,INVALID,Ignore,TCP,23.226.231.226:42565,217.15.20.194:80,0.0.0.0:0,0.0.0.0:0,80,0
2020-02-25 11:26:42.070,INVALID,Ignore,TCP,192.168.250.3:80,23.226.231.226:64070,0.0.0.0:0,0.0.0.0:0,572,0
2020-02-25 11:39:10.110,INVALID,Ignore,UDP,192.168.250.62:38976,192.168.250.1:123,0.0.0.0:0,0.0.0.0:0,152,0
2020-02-25 11:39:10.110,INVALID,Ignore,UDP,192.168.250.1:123,192.168.250.62:38976,0.0.0.0:0,0.0.0.0:0,152,0
2020-02-25 11:38:47.810,INVALID,Ignore,TCP,52.114.75.69:443,217.15.20.194:51026,0.0.0.0:0,0.0.0.0:0,7756,0
2020-02-25 11:39:10.490,INVALID,Ignore,UDP,192.168.250.50:56472,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,176,0
2020-02-25 11:39:10.500,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.50:56472,0.0.0.0:0,0.0.0.0:0,1062,0
2020-02-25 11:39:10.500,INVALID,Ignore,TCP,192.168.250.50:54054,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,326,0
2020-02-25 11:39:10.500,INVALID,Ignore,TCP,192.168.250.1:53,192.168.250.50:54054,0.0.0.0:0,0.0.0.0:0,777,0
2020-02-25 11:39:00.220,INVALID,Ignore,TCP,92.118.38.58:52994,217.15.20.194:25,0.0.0.0:0,0.0.0.0:0,1031,0
2020-02-25 11:39:00.220,INVALID,Ignore,TCP,192.168.250.3:25,92.118.38.58:52994,0.0.0.0:0,0.0.0.0:0,972,0
2020-02-25 11:38:08.050,INVALID,Ignore,TCP,192.168.250.27:53735,52.114.75.79:443,0.0.0.0:0,0.0.0.0:0,2748,0
2020-02-25 11:39:12.810,INVALID,Ignore,UDP,192.168.250.27:56374,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,152,0
2020-02-25 11:39:12.810,INVALID,Ignore,UDP,192.168.250.27:63536,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,152,0
2020-02-25 11:39:12.820,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.27:63536,0.0.0.0:0,0.0.0.0:0,736,0
2020-02-25 11:39:12.850,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.27:56374,0.0.0.0:0,0.0.0.0:0,832,0
2020-02-25 11:38:08.080,INVALID,Ignore,TCP,52.114.75.79:443,217.15.20.194:53735,0.0.0.0:0,0.0.0.0:0,5328,0
2020-02-25 11:39:12.810,INVALID,Ignore,TCP,192.168.250.27:57359,52.114.158.50:443,0.0.0.0:0,0.0.0.0:0,2388,0
2020-02-25 11:39:10.510,INVALID,Ignore,TCP,192.168.250.50:54056,52.188.42.235:443,0.0.0.0:0,0.0.0.0:0,3786,0
2020-02-25 11:38:43.760,INVALID,Ignore,TCP,192.168.250.3:80,23.226.231.226:2612,0.0.0.0:0,0.0.0.0:0,308,0
2020-02-25 11:39:10.630,INVALID,Ignore,TCP,52.188.42.235:443,217.15.20.194:54056,0.0.0.0:0,0.0.0.0:0,7037,0
2020-02-25 11:38:44.510,INVALID,Ignore,TCP,192.168.250.35:51020,95.100.188.86:443,0.0.0.0:0,0.0.0.0:0,3217,0
2020-02-25 11:38:44.510,INVALID,Ignore,TCP,192.168.250.35:51021,17.42.254.14:443,0.0.0.0:0,0.0.0.0:0,5008,0
2020-02-25 11:38:44.520,INVALID,Ignore,TCP,95.100.188.86:443,217.15.20.194:51020,0.0.0.0:0,0.0.0.0:0,1612,0
2020-02-25 11:38:44.670,INVALID,Ignore,TCP,17.42.254.14:443,217.15.20.194:51021,0.0.0.0:0,0.0.0.0:0,7128,0
2020-02-25 11:38:47.700,INVALID,Ignore,TCP,192.168.250.35:51024,52.232.216.86:443,0.0.0.0:0,0.0.0.0:0,2183,0
2020-02-25 11:38:44.780,INVALID,Ignore,TCP,192.168.250.35:51022,40.90.22.189:443,0.0.0.0:0,0.0.0.0:0,3004,0
2020-02-25 11:38:47.370,INVALID,Ignore,TCP,192.168.250.35:51023,13.107.3.128:443,0.0.0.0:0,0.0.0.0:0,3173,0
2020-02-25 11:39:17.240,INVALID,Ignore,UDP,192.168.250.27:63115,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,132,0
2020-02-25 11:39:17.280,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.27:63115,0.0.0.0:0,0.0.0.0:0,1062,0
2020-02-25 11:39:17.280,INVALID,Ignore,TCP,192.168.250.27:61157,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,304,0
2020-02-25 11:39:17.280,INVALID,Ignore,TCP,192.168.250.1:53,192.168.250.27:61157,0.0.0.0:0,0.0.0.0:0,761,0
2020-02-25 11:39:17.460,INVALID,Ignore,UDP,192.168.250.27:50661,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,158,0
2020-02-25 11:39:17.470,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.27:50661,0.0.0.0:0,0.0.0.0:0,1076,0
2020-02-25 11:39:17.470,INVALID,Ignore,TCP,192.168.250.27:53632,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,317,0
2020-02-25 11:39:17.470,INVALID,Ignore,TCP,192.168.250.1:53,192.168.250.27:53632,0.0.0.0:0,0.0.0.0:0,848,0
2020-02-25 11:27:07.950,INVALID,Ignore,TCP,23.226.231.226:38488,217.15.20.194:80,0.0.0.0:0,0.0.0.0:0,120,0
2020-02-25 11:38:58.920,INVALID,Ignore,TCP,192.168.250.27:57358,195.122.177.150:443,0.0.0.0:0,0.0.0.0:0,826,0
2020-02-25 11:38:58.950,INVALID,Ignore,TCP,195.122.177.150:443,217.15.20.194:57358,0.0.0.0:0,0.0.0.0:0,359,0
2020-02-25 11:39:22.340,INVALID,Ignore,TCP,23.226.231.226:29774,217.15.20.194:80,0.0.0.0:0,0.0.0.0:0,80,0
2020-02-25 11:38:47.780,INVALID,Ignore,TCP,192.168.250.35:54862,52.114.74.5:443,0.0.0.0:0,0.0.0.0:0,1966,0
2020-02-25 11:38:47.750,INVALID,Ignore,TCP,192.168.250.35:54859,13.107.3.128:443,0.0.0.0:0,0.0.0.0:0,1681,0
2020-02-25 11:38:47.770,INVALID,Ignore,TCP,13.107.3.128:443,217.15.20.194:54859,0.0.0.0:0,0.0.0.0:0,8478,0
2020-02-25 11:38:47.820,INVALID,Ignore,TCP,52.114.74.5:443,217.15.20.194:54862,0.0.0.0:0,0.0.0.0:0,7173,0
2020-02-25 11:38:44.340,INVALID,Ignore,TCP,2.17.169.138:443,217.15.20.194:51019,0.0.0.0:0,0.0.0.0:0,38056,0
2020-02-25 11:38:44.330,INVALID,Ignore,TCP,192.168.250.35:51019,2.17.169.138:443,0.0.0.0:0,0.0.0.0:0,4497,0
2020-02-25 11:38:56.610,INVALID,Ignore,TCP,192.168.250.3:80,23.226.231.226:55356,0.0.0.0:0,0.0.0.0:0,308,0
2020-02-25 11:26:55.010,INVALID,Ignore,TCP,192.168.250.3:80,23.226.231.226:51279,0.0.0.0:0,0.0.0.0:0,572,0
2020-02-25 11:38:46.380,INVALID,Ignore,TCP,77.111.247.11:443,217.15.20.194:63523,0.0.0.0:0,0.0.0.0:0,9270,0
2020-02-25 11:38:46.340,INVALID,Ignore,TCP,192.168.250.50:63523,77.111.247.11:443,0.0.0.0:0,0.0.0.0:0,2824,0
2020-02-25 11:39:31.860,INVALID,Ignore,UDP,192.168.250.3:39781,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,142,0
2020-02-25 11:39:31.860,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.3:39781,0.0.0.0:0,0.0.0.0:0,322,0
2020-02-25 11:39:31.860,INVALID,Ignore,UDP,192.168.250.3:59198,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,124,0
2020-02-25 11:39:31.860,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.3:59198,0.0.0.0:0,0.0.0.0:0,124,0
2020-02-25 11:39:31.860,INVALID,Ignore,UDP,192.168.250.3:26907,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,140,0
2020-02-25 11:39:31.860,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.3:26907,0.0.0.0:0,0.0.0.0:0,140,0
2020-02-25 11:39:30.360,INVALID,Ignore,TCP,192.168.250.3:110,185.216.140.17:63374,0.0.0.0:0,0.0.0.0:0,562,0
2020-02-25 11:39:30.360,INVALID,Ignore,TCP,185.216.140.17:63374,217.15.20.194:110,0.0.0.0:0,0.0.0.0:0,513,0
2020-02-25 11:39:32.320,INVALID,Ignore,UDP,46.229.161.131:38006,217.15.20.194:53,0.0.0.0:0,0.0.0.0:0,138,0
2020-02-25 11:39:32.320,INVALID,Ignore,UDP,192.168.250.247:53,46.229.161.131:38006,0.0.0.0:0,0.0.0.0:0,236,0
2020-02-25 11:39:33.050,INVALID,Ignore,UDP,192.168.250.57:60130,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,132,0
2020-02-25 11:39:33.100,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.57:60130,0.0.0.0:0,0.0.0.0:0,1062,0
2020-02-25 11:39:33.100,INVALID,Ignore,TCP,192.168.250.57:56918,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,304,0
2020-02-25 11:39:33.100,INVALID,Ignore,TCP,192.168.250.1:53,192.168.250.57:56918,0.0.0.0:0,0.0.0.0:0,761,0
2020-02-25 11:39:33.310,INVALID,Ignore,UDP,192.168.250.57:52877,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,158,0
2020-02-25 11:39:33.310,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.57:52877,0.0.0.0:0,0.0.0.0:0,1076,0
2020-02-25 11:39:33.310,INVALID,Ignore,TCP,192.168.250.57:54789,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,317,0
2020-02-25 11:39:33.310,INVALID,Ignore,TCP,192.168.250.1:53,192.168.250.57:54789,0.0.0.0:0,0.0.0.0:0,848,0
2020-02-25 10:40:19.130,INVALID,Ignore,TCP,192.168.250.27:63315,64.233.162.188:5228,0.0.0.0:0,0.0.0.0:0,5358,0
2020-02-25 11:39:35.190,INVALID,Ignore,TCP,23.226.231.226:16983,217.15.20.194:80,0.0.0.0:0,0.0.0.0:0,80,0
2020-02-25 11:38:06.040,INVALID,Ignore,TCP,192.168.250.27:53734,20.185.212.106:443,0.0.0.0:0,0.0.0.0:0,3883,0
2020-02-25 11:39:32.710,INVALID,Ignore,TCP,192.168.250.3:80,141.8.142.75:56311,0.0.0.0:0,0.0.0.0:0,15008,0
2020-02-25 11:39:32.710,INVALID,Ignore,TCP,141.8.142.75:56311,217.15.20.194:80,0.0.0.0:0,0.0.0.0:0,1083,0
2020-02-25 11:39:39.510,INVALID,Ignore,UDP,192.168.250.3:35131,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,186,0
